"ID";"Status";"Name";"Art";"Familie";"Assetpfad";"GUID";"Tris";"Renderer";"Aktive Renderer";"Meshes";"Materialslots";"Materialien";"Collider";"Bones";"Root Bones";"Animator Controller";"Clips";"Prefab-Referenzen";"Daten-Referenzen";"Szenen";"Builder-Kandidaten";"Root Transform";"Bounds Center";"Bounds Size";"Standard-Low";"Gameplay-Low";"Capture-Fehler"
"MP0-0042";"abgenommen";"BLD_Wall_L01";"Prefab";"Gebaeude/Stationen";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"4ce0f1c1124b50e49ae05aa76a79ca02";"194";"17";"13";"14";"17";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,1.3,0) size=(1,2.6,0.2)";"";"";"";"";"";"Assets/_Game/Data/Buildings/Wall.asset | Assets/_Game/Resources/Data/BuildingCatalog_V01.asset";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs | Assets/_Game/Editor/Tests/VisualAssetTests.cs | Assets/_Game/Editor/VisualScaleAssetMap.cs | Assets/_Game/Editor/WorldChestStyleCaptureUtility.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,1.3,-0.065972)";"(1.45756,2.6,0.804995)";"Captures/Standard_Low/MP0-0042_BLD_Wall_L01.png";"Captures/Gameplay_Low/MP0-0042_BLD_Wall_L01.png";""
"MP0-0043";"abgenommen";"CompletionChest_2D";"Prefab";"Truhen/Container";"Assets/_Game/Prefabs/Containers/Forge/CompletionChest_2D.prefab";"959fdcf2173863e4baa0f2e8e16445f9";"232";"19";"14";"19";"19";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,0.6,0) size=(1.62,1.2,1.02)";"";"";"";"";"";"";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.62929,-0.065972)";"(1.977314,1.258581,1.326887)";"Captures/Standard_Low/MP0-0043_CompletionChest_2D.png";"Captures/Gameplay_Low/MP0-0043_CompletionChest_2D.png";""
"MP0-0044";"abgenommen";"EliteChest_2D";"Prefab";"Truhen/Container";"Assets/_Game/Prefabs/Containers/Forge/EliteChest_2D.prefab";"27952e0de9b5a864697ac76519dec10d";"208";"17";"12";"17";"17";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,0.5,0) size=(1.42,1,0.92)";"";"";"";"";"";"";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.530056,-0.065972)";"(1.739531,1.060112,1.177425)";"Captures/Standard_Low/MP0-0044_EliteChest_2D.png";"Captures/Gameplay_Low/MP0-0044_EliteChest_2D.png";""
"MP0-0045";"abgenommen";"LargeRewardChest_2D";"Prefab";"Truhen/Container";"Assets/_Game/Prefabs/Containers/Forge/LargeRewardChest_2D.prefab";"24fe59dee6269334a9094e822a0dd9a4";"220";"18";"13";"18";"18";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,0.6,0) size=(1.55,1.2,1.02)";"";"";"";"";"";"";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.62929,-0.065972)";"(1.902635,1.258581,1.293949)";"Captures/Standard_Low/MP0-0045_LargeRewardChest_2D.png";"Captures/Gameplay_Low/MP0-0045_LargeRewardChest_2D.png";""
"MP0-0046";"abgenommen";"MediumRewardChest_2D";"Prefab";"Truhen/Container";"Assets/_Game/Prefabs/Containers/Forge/MediumRewardChest_2D.prefab";"69d1c311984572a469e347f9d92cd0b0";"184";"15";"10";"15";"15";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,0.45,0) size=(1.2,0.9,0.82)";"";"";"";"";"";"";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.489056,-0.062124)";"(1.480411,0.978112,1.026248)";"Captures/Standard_Low/MP0-0046_MediumRewardChest_2D.png";"Captures/Gameplay_Low/MP0-0046_MediumRewardChest_2D.png";""
"MP0-0047";"abgenommen";"OptionalChest_2D";"Prefab";"Truhen/Container";"Assets/_Game/Prefabs/Containers/Forge/OptionalChest_2D.prefab";"1497b380672706a4c9a3ed6a59553063";"184";"15";"10";"15";"15";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,0.4,0) size=(1.25,0.8,0.82)";"";"";"";"";"";"";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.430822,-0.065972)";"(1.533753,0.861644,1.042079)";"Captures/Standard_Low/MP0-0047_OptionalChest_2D.png";"Captures/Gameplay_Low/MP0-0047_OptionalChest_2D.png";""
"MP0-0048";"abgenommen";"RecoveryContainer_2D";"Prefab";"Truhen/Container";"Assets/_Game/Prefabs/Containers/Forge/RecoveryContainer_2D.prefab";"d3232b983f80a9a428662df408ed324f";"220";"18";"13";"18";"18";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,0.4,0) size=(1.45,0.8,0.82)";"";"";"";"";"";"";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.4805,-0.065972)";"(1.747122,0.961,1.136186)";"Captures/Standard_Low/MP0-0048_RecoveryContainer_2D.png";"Captures/Gameplay_Low/MP0-0048_RecoveryContainer_2D.png";""
"MP0-0049";"abgenommen";"SmallRewardChest_2D";"Prefab";"Truhen/Container";"Assets/_Game/Prefabs/Containers/Forge/SmallRewardChest_2D.prefab";"9762a1e3ca8779f468b5a9267357963c";"160";"13";"8";"13";"13";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,0.35,0) size=(0.95,0.7,0.68)";"";"";"";"";"";"";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.389822,-0.051841)";"(1.17952,0.779644,0.851683)";"Captures/Standard_Low/MP0-0049_SmallRewardChest_2D.png";"Captures/Gameplay_Low/MP0-0049_SmallRewardChest_2D.png";""
"MP0-0050";"abgenommen";"SupplyChest_2D";"Prefab";"Truhen/Container";"Assets/_Game/Prefabs/Containers/Forge/SupplyChest_2D.prefab";"9101a3d17aa1f374da278e2b5157a358";"160";"13";"8";"13";"13";"Assets/_Game/Art/World/Materials/M_EidrenWorld_VertexLit.mat | Assets/_Game/Art/World/Materials/M_World_ContactShadow.mat";"BoxCollider@<root> trigger=False center=(0,0.4,0) size=(1.18,0.8,0.78)";"";"";"";"";"";"";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.029097,0.392,-0.065236)";"(1.449308,0.784,0.988472)";"Captures/Standard_Low/MP0-0050_SupplyChest_2D.png";"Captures/Gameplay_Low/MP0-0050_SupplyChest_2D.png";""
"MP0-0051";"abgenommen";"AshRunner";"Prefab";"Figuren/Kreaturen";"Assets/_Game/Prefabs/Enemies/Forge/AshRunner.prefab";"1a9416c05bcee034ea73b147a57cc176";"1710";"3";"2";"2";"3";"Assets/_Game/Art/Actors/M_Kreatur_VertexLit.mat | Assets/_Game/Art/Actors/Wildling/Materials/M_Wildling_GroundShadow.mat | Assets/_Game/Art/Enemies/Materials/EN_WildlingTelegraph.mat";"BoxCollider@AttackHitbox trigger=True center=(0,0,0) size=(1.5,1.6,1.45) | CapsuleCollider@<root> trigger=False center=(0,1.05,0) radius=0.504 height=2.1 direction=1";"chest | footFL | footFR | footRL | footRR | head | hips | jaw | legFL_lo | legFL_up | legFR_lo | legFR_up | legRL_lo | legRL_up | legRR_lo | legRR_up | neck | root | spine | tail1 | tail2 | tail3";"root";"";"";"";"Assets/_Game/Data/Enemies/Forge/AshRunner.asset";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/CreatureEnemyRewire.cs | Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/EnemyStatusBarsRebuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs | Assets/_Game/Editor/Tests/EnemyFeedbackTests.cs | Assets/_Game/Editor/Tests/EnemyStatusBarTests.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0,0.908446,-0.300313)";"(1.071741,1.816893,2.570678)";"Captures/Standard_Low/MP0-0051_AshRunner.png";"Captures/Gameplay_Low/MP0-0051_AshRunner.png";""
"MP0-0052";"abgenommen";"CoreGuardian";"Prefab";"Figuren/Kreaturen";"Assets/_Game/Prefabs/Enemies/Forge/CoreGuardian.prefab";"7b9681ea7e11cda4c9dcb2afd532070a";"1288";"2";"2";"1";"2";"Assets/_Game/Art/Actors/M_Kreatur_VertexLit.mat | Assets/_Game/Art/Actors/Wildling/Materials/M_Wildling_GroundShadow.mat";"CapsuleCollider@<root> trigger=False center=(0,1.8,0) radius=1.1 height=3.6 direction=1";"armL_fore | armL_up | armR_fore | armR_up | chest | footL | footR | handL | handR | head | hips | root | shinL | shinR | spine | thighL | thighR";"root";"";"";"";"";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/CreatureEnemyRewire.cs | Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/EnemyStatusBarsRebuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs | Assets/_Game/Editor/Tests/EnemyStatusBarTests.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0,2.271845,0.320388)";"(3.029126,4.543689,2.097087)";"Captures/Standard_Low/MP0-0052_CoreGuardian.png";"Captures/Gameplay_Low/MP0-0052_CoreGuardian.png";""
"MP0-0053";"abgenommen";"EmberEater";"Prefab";"Figuren/Kreaturen";"Assets/_Game/Prefabs/Enemies/Forge/EmberEater.prefab";"2c33343c7ee886943a14c30c6748bc56";"1462";"3";"2";"2";"3";"Assets/_Game/Art/Actors/M_Kreatur_VertexLit.mat | Assets/_Game/Art/Actors/Wildling/Materials/M_Wildling_GroundShadow.mat | Assets/_Game/Art/Enemies/Materials/EN_WildlingTelegraph.mat";"BoxCollider@AttackHitbox trigger=True center=(0,0,0) size=(1.5,1.6,1.45) | CapsuleCollider@<root> trigger=False center=(0,0.86,0) radius=0.4128 height=1.72 direction=1";"armL_fore | armL_up | armR_fore | armR_up | chest | footL | footR | handL | handR | head | hips | root | shinL | shinR | spine | thighL | thighR";"root";"";"";"";"Assets/_Game/Data/Enemies/Forge/EmberEater.asset";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/CreatureEnemyRewire.cs | Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/EnemyStatusBarsRebuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs | Assets/_Game/Editor/Tests/EnemyFeedbackTests.cs | Assets/_Game/Editor/Tests/EnemyStatusBarTests.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0,0.807619,0.155619)";"(1.313829,1.615238,1.585143)";"Captures/Standard_Low/MP0-0053_EmberEater.png";"Captures/Gameplay_Low/MP0-0053_EmberEater.png";""
"MP0-0054";"abgenommen";"ForgeGuardian";"Prefab";"Figuren/Kreaturen";"Assets/_Game/Prefabs/Enemies/Forge/ForgeGuardian.prefab";"169a7ce4cc9d1294ca15af296e4a4ea3";"1308";"3";"2";"2";"3";"Assets/_Game/Art/Actors/M_Kreatur_VertexLit.mat | Assets/_Game/Art/Actors/Wildling/Materials/M_Wildling_GroundShadow.mat | Assets/_Game/Art/Enemies/Materials/EN_WildlingTelegraph.mat";"BoxCollider@AttackHitbox trigger=True center=(0,0,0) size=(1.5,1.6,1.45) | CapsuleCollider@<root> trigger=False center=(0,1.22,0) radius=0.5856 height=2.44 direction=1";"armL_fore | armL_up | armR_fore | armR_up | chest | footL | footR | handL | handR | head | hips | root | shinL | shinR | spine | thighL | thighR";"root";"";"";"";"Assets/_Game/Data/Enemies/Forge/ForgeGuardian.asset";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/CreatureEnemyRewire.cs | Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/EnemyStatusBarsRebuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs | Assets/_Game/Editor/Tests/EnemyFeedbackTests.cs | Assets/_Game/Editor/Tests/EnemyStatusBarTests.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(-0.061738,1.261433,0.045732)";"(1.571646,2.522866,0.853659)";"Captures/Standard_Low/MP0-0054_ForgeGuardian.png";"Captures/Gameplay_Low/MP0-0054_ForgeGuardian.png";""
"MP0-0055";"abgenommen";"SealGuardian";"Prefab";"Figuren/Kreaturen";"Assets/_Game/Prefabs/Enemies/Forge/SealGuardian.prefab";"5134989611299da499f7ee70aeb2ca48";"902";"3";"2";"2";"3";"Assets/_Game/Art/Actors/M_Kreatur_VertexLit.mat | Assets/_Game/Art/Actors/Wildling/Materials/M_Wildling_GroundShadow.mat | Assets/_Game/Art/Enemies/Materials/EN_WildlingTelegraph.mat";"BoxCollider@AttackHitbox trigger=True center=(0,0,0) size=(1.5,1.6,1.45) | CapsuleCollider@<root> trigger=False center=(0,1.48,0) radius=0.7104 height=2.96 direction=1";"armL_fore | armL_up | armR_fore | armR_up | chest | footL | footR | handL | handR | head | hips | root | shinL | shinR | spine | thighL | thighR";"root";"";"";"";"Assets/_Game/Data/Enemies/Forge/SealGuardian.asset";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/CreatureEnemyRewire.cs | Assets/_Game/Editor/EidraForgeEnemyContentBuilder.cs | Assets/_Game/Editor/EidraForgeGeometryBuilder.cs | Assets/_Game/Editor/EidraForgeLichtBuilder.cs | Assets/_Game/Editor/EidraForgeLootAssetBuilder.cs | Assets/_Game/Editor/EidraForgePropBuilder.cs | Assets/_Game/Editor/EidraForgeSceneBuilder.cs | Assets/_Game/Editor/EnemyStatusBarsRebuilder.cs | Assets/_Game/Editor/ForgeContainerVisualBuilder.cs | Assets/_Game/Editor/ForgeVisualAssetBuilder.cs | Assets/_Game/Editor/Tests/EnemyFeedbackTests.cs | Assets/_Game/Editor/Tests/EnemyStatusBarTests.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.017452,1.515324,0.200057)";"(1.439557,3.030647,1.234393)";"Captures/Standard_Low/MP0-0055_SealGuardian.png";"Captures/Gameplay_Low/MP0-0055_SealGuardian.png";""
"MP0-0056";"abgenommen";"GraniteShell";"Prefab";"Figuren/Kreaturen";"Assets/_Game/Prefabs/Enemies/TierTwo/GraniteShell.prefab";"8d434a6fffb80534889f6fb14f2f8ed1";"1768";"3";"2";"2";"3";"Assets/_Game/Art/Actors/M_Kreatur_VertexLit.mat | Assets/_Game/Art/Actors/Wildling/Materials/M_Wildling_GroundShadow.mat | Assets/_Game/Art/Enemies/Materials/EN_WildlingTelegraph.mat";"BoxCollider@AttackHitbox trigger=True center=(0,0,0) size=(1.5,1.6,1.45) | CapsuleCollider@<root> trigger=False center=(0,1.365,0) radius=0.676 height=2.73 direction=1";"chest | footFL | footFR | footRL | footRR | head | hips | jaw | legFL_lo | legFL_up | legFR_lo | legFR_up | legRL_lo | legRL_up | legRR_lo | legRR_up | neck | root | spine";"root";"";"";"";"Assets/_Game/Data/Enemies/GraniteShell.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset";"Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/CreatureEnemyRewire.cs | Assets/_Game/Editor/CreatureMeshBuilder.cs | Assets/_Game/Editor/EnemyStatusBarsRebuilder.cs | Assets/_Game/Editor/Tests/EnemyFeedbackTests.cs | Assets/_Game/Editor/Tests/EnemyStatusBarTests.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0,1.211694,0.269194)";"(2.303959,2.423388,3.081415)";"Captures/Standard_Low/MP0-0056_GraniteShell.png";"Captures/Gameplay_Low/MP0-0056_GraniteShell.png";""
"MP0-0057";"abgenommen";"MoorThrower";"Prefab";"Figuren/Kreaturen";"Assets/_Game/Prefabs/Enemies/TierTwo/MoorThrower.prefab";"d19d8f6ced8032a4396758dd936618db";"1748";"3";"2";"2";"3";"Assets/_Game/Art/Actors/M_Kreatur_VertexLit.mat | Assets/_Game/Art/Actors/Wildling/Materials/M_Wildling_GroundShadow.mat | Assets/_Game/Art/Enemies/Materials/EN_WildlingTelegraph.mat";"BoxCollider@AttackHitbox trigger=True center=(0,0,0) size=(1.5,1.6,1.45) | CapsuleCollider@<root> trigger=False center=(0,1.008,0) radius=0.4992 height=2.016 direction=1";"armL_fore | armL_up | armR_fore | armR_up | chest | footL | footR | handL | handR | head | hips | root | shinL | shinR | spine | thighL | thighR";"root";"";"";"";"Assets/_Game/Data/Enemies/MoorThrower.asset | Assets/_Game/Data/Loot/WorldChests/GreyRifts.asset | Assets/_Game/Data/Loot/WorldChests/TwilightGrove.asset | Assets/_Game/Data/Loot/WorldChests/VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_EmberRuins.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_Marsh.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset";"Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/CreatureEnemyRewire.cs | Assets/_Game/Editor/CreatureMeshBuilder.cs | Assets/_Game/Editor/EnemyStatusBarsRebuilder.cs | Assets/_Game/Editor/Tests/EnemyFeedbackTests.cs | Assets/_Game/Editor/Tests/EnemyStatusBarTests.cs | Assets/_Game/Editor/WorldChestContentBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0.037624,0.959406,0.173199)";"(1.272937,1.918812,0.93908)";"Captures/Standard_Low/MP0-0057_MoorThrower.png";"Captures/Gameplay_Low/MP0-0057_MoorThrower.png";""
"MP0-0058";"abgenommen";"RiftGuardian";"Prefab";"Figuren/Kreaturen";"Assets/_Game/Prefabs/Enemies/TierTwo/RiftGuardian.prefab";"7895dea22fc70bc4194d93f9881cf7b3";"1140";"3";"2";"2";"3";"Assets/_Game/Art/Actors/M_Kreatur_VertexLit.mat | Assets/_Game/Art/Actors/Wildling/Materials/M_Wildling_GroundShadow.mat | Assets/_Game/Art/Enemies/Materials/EN_WildlingTelegraph.mat";"BoxCollider@AttackHitbox trigger=True center=(0,0,0) size=(1.5,1.6,1.45) | CapsuleCollider@<root> trigger=False center=(0,1.6275,0) radius=0.806 height=3.255 direction=1";"armL_fore | armL_up | armR_fore | armR_up | chest | footL | footR | handL | handR | head | hips | root | shinL | shinR | spine | thighL | thighR";"root";"";"";"";"Assets/_Game/Data/Enemies/RiftGuardian.asset | Assets/_Game/Data/Loot/WorldChests/GreyRifts.asset | Assets/_Game/Data/Loot/WorldChests/TwilightGrove.asset | Assets/_Game/Data/Loot/WorldChests/VeilMarsh.asset | Assets/_Game/Data/Zones/Zone_GreyRifts.asset | Assets/_Game/Data/Zones/Zone_TwilightGrove.asset | Assets/_Game/Data/Zones/Zone_VeilMarsh.asset";"Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/CreatureEnemyRewire.cs | Assets/_Game/Editor/CreatureMeshBuilder.cs | Assets/_Game/Editor/EnemyStatusBarsRebuilder.cs | Assets/_Game/Editor/Tests/EnemyFeedbackTests.cs | Assets/_Game/Editor/Tests/EnemyStatusBarTests.cs | Assets/_Game/Editor/WorldChestContentBuilder.cs";"position=(0,0,0) rotation=(0,0,0) scale=(1,1,1)";"(0,1.513353,0.033022)";"(1.687834,3.026706,0.956252)";"Captures/Standard_Low/MP0-0058_RiftGuardian.png";"Captures/Gameplay_Low/MP0-0058_RiftGuardian.png";""
